Place,District,Month,Season,Weekend,Weather,Visitor_Count_Level,Visitor_Type,Foreign_Tourists,Kids_Visitors,Senior_Citizens,Business_Activity
Panchgani,Satara,July,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Low
Raigad Fort,Raigad,December,Winter,Yes,Pleasant,High,Families,No,Medium,Low,Low
Matheran,Raigad,March,Summer,Yes,Hot,Medium,Families,No,Low,Low,High
Kaas Plateau,Satara,March,Summer,No,Humid,Low,Students,No,Low,Low,Medium
Shani Shingnapur,Ahmednagar,September,Monsoon,Yes,Rainy,Medium,Solo Travelers,Yes,Medium,High,High
Shani Shingnapur,Ahmednagar,May,Summer,No,Hot,Low,Families,No,Medium,High,Low
Kaas Plateau,Satara,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,Low,Low
Matheran,Raigad,October,Post-Monsoon,No,Pleasant,High,Couples,No,Low,Low,Medium
Sindhudurg Fort,Sindhudurg,November,Post-Monsoon,No,Pleasant,Low,Families,No,Low,Low,High
Kaas Plateau,Satara,November,Post-Monsoon,Yes,Clear,Low,Families,No,Medium,Low,Medium
Mahabaleshwar,Satara,August,Monsoon,No,Rainy,High,Couples,No,Low,Low,Medium
Panchgani,Satara,May,Summer,No,Warm,Low,Families,No,Medium,Low,High
Sindhudurg Fort,Sindhudurg,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,Low,Low
Trimbakeshwar Temple,Nashik,August,Monsoon,No,Humid,Low,Foreign Tourists,No,Low,High,Low
Aga Khan Palace,Pune,June,Monsoon,No,Humid,Low,Students,No,Low,Low,High
Gateway of India,Mumbai,October,Post-Monsoon,Yes,Clear,High,Students,Yes,Medium,Low,Low
Mahabaleshwar,Satara,April,Summer,Yes,Hot,Medium,Couples,No,High,High,High
Tarkarli Beach,Sindhudurg,April,Summer,No,Warm,Low,Families,No,Medium,Low,Low
Aga Khan Palace,Pune,August,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,Medium
Kaas Plateau,Satara,October,Post-Monsoon,Yes,Clear,High,Students,No,Low,Low,Medium
Trimbakeshwar Temple,Nashik,August,Monsoon,No,Humid,Medium,Students,No,Low,High,Low
Pratapgad Fort,Satara,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Medium,Low,Low
Panchgani,Satara,August,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,Low,High
Pratapgad Fort,Satara,June,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,High
Lonavala,Pune,February,Winter,Yes,Pleasant,High,Students,No,Medium,Low,High
Mahabaleshwar,Satara,May,Summer,Yes,Hot,Medium,Families,No,High,High,High
Kaas Plateau,Satara,March,Summer,Yes,Warm,Medium,Families,Yes,High,Low,Low
Tarkarli Beach,Sindhudurg,December,Winter,No,Cool,Medium,Families,Yes,Low,Low,High
Trimbakeshwar Temple,Nashik,April,Summer,Yes,Hot,Medium,Students,Yes,High,Low,Medium
Shani Shingnapur,Ahmednagar,August,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Medium
Panchgani,Satara,October,Post-Monsoon,Yes,Pleasant,High,Couples,No,Medium,Low,Medium
Kaas Plateau,Satara,December,Winter,Yes,Cool,High,Students,Yes,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,March,Summer,No,Humid,Low,Foreign Tourists,No,Medium,Low,High
Kaas Plateau,Satara,September,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Low
Gateway of India,Mumbai,July,Monsoon,No,Rainy,Low,Couples,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,April,Summer,Yes,Hot,Low,Couples,No,High,Low,Low
Ellora Caves,Aurangabad,July,Monsoon,No,Humid,Low,Solo Travelers,No,Low,Low,Low
Elephanta Caves,Mumbai,May,Summer,Yes,Hot,Medium,Couples,Yes,High,Low,High
Lonavala,Pune,March,Summer,Yes,Hot,High,Foreign Tourists,No,High,Low,Low
Shirdi,Ahmednagar,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,Medium,High,High
Panchgani,Satara,November,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Low,Low
Shani Shingnapur,Ahmednagar,April,Summer,Yes,Humid,Medium,Solo Travelers,No,High,High,Medium
Shirdi,Ahmednagar,December,Winter,Yes,Pleasant,Medium,Couples,No,Medium,Medium,Low
Matheran,Raigad,July,Monsoon,No,Humid,Medium,Families,No,Low,Low,Low
Gateway of India,Mumbai,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,High
Ajanta Caves,Aurangabad,November,Post-Monsoon,Yes,Pleasant,High,Families,No,High,High,High
Raigad Fort,Raigad,September,Monsoon,No,Humid,Low,Foreign Tourists,Yes,Low,Low,Medium
Ellora Caves,Aurangabad,February,Winter,No,Pleasant,Medium,Foreign Tourists,Yes,Low,Medium,High
Aga Khan Palace,Pune,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Medium,Medium
Matheran,Raigad,November,Post-Monsoon,Yes,Clear,High,Foreign Tourists,Yes,Medium,Low,Medium
Mahabaleshwar,Satara,October,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Low,High
Shirdi,Ahmednagar,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,High,High
Shirdi,Ahmednagar,April,Summer,Yes,Humid,Medium,Families,Yes,High,High,Low
Panchgani,Satara,August,Monsoon,Yes,Humid,Medium,Families,Yes,Medium,Low,Low
Ajanta Caves,Aurangabad,June,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,High
Matheran,Raigad,February,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,High
Mahabaleshwar,Satara,August,Monsoon,Yes,Rainy,High,Foreign Tourists,No,Medium,High,Low
Elephanta Caves,Mumbai,August,Monsoon,Yes,Rainy,Medium,Solo Travelers,No,Medium,Low,High
Panchgani,Satara,March,Summer,Yes,Warm,Medium,Students,No,High,Low,Low
Shirdi,Ahmednagar,November,Post-Monsoon,Yes,Clear,High,Solo Travelers,No,Medium,High,High
Trimbakeshwar Temple,Nashik,October,Post-Monsoon,No,Clear,Medium,Couples,Yes,Low,High,High
Trimbakeshwar Temple,Nashik,February,Winter,Yes,Cool,High,Couples,No,Low,High,Low
Panchgani,Satara,February,Winter,Yes,Pleasant,High,Families,No,Medium,Low,Low
Bhimashankar Temple,Pune,August,Monsoon,No,Rainy,Low,Students,No,Low,High,High
Tarkarli Beach,Sindhudurg,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,Low
Khandala,Pune,December,Winter,Yes,Cool,High,Students,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,June,Monsoon,Yes,Rainy,Medium,Families,No,Medium,High,High
Lonavala,Pune,March,Summer,Yes,Hot,Medium,Couples,No,High,Low,Medium
Sindhudurg Fort,Sindhudurg,February,Winter,Yes,Cool,High,Families,No,Medium,Medium,Medium
Lonavala,Pune,August,Monsoon,Yes,Humid,High,Couples,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,October,Post-Monsoon,No,Pleasant,Medium,Couples,Yes,Low,Low,Medium
Elephanta Caves,Mumbai,March,Summer,No,Humid,Low,Foreign Tourists,Yes,Medium,Low,High
Aga Khan Palace,Pune,June,Monsoon,No,Rainy,High,Students,No,Low,Low,High
Khandala,Pune,November,Post-Monsoon,Yes,Clear,High,Families,No,Medium,Medium,High
Pratapgad Fort,Satara,February,Winter,Yes,Pleasant,High,Families,No,Low,Low,High
Ellora Caves,Aurangabad,April,Summer,No,Hot,Low,Solo Travelers,No,Medium,Low,Low
Bhimashankar Temple,Pune,October,Post-Monsoon,Yes,Clear,High,Families,No,Medium,High,Medium
Kaas Plateau,Satara,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,High
Mahabaleshwar,Satara,March,Summer,No,Warm,Low,Students,Yes,Medium,Low,Low
Khandala,Pune,May,Summer,No,Hot,Low,Students,No,Medium,Low,High
Ajanta Caves,Aurangabad,May,Summer,No,Hot,Low,Students,Yes,Medium,Low,Medium
Ajanta Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Families,Yes,Low,Low,High
Shirdi,Ahmednagar,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,High,High
Trimbakeshwar Temple,Nashik,February,Winter,Yes,Pleasant,High,Solo Travelers,No,High,High,Low
Shirdi,Ahmednagar,March,Summer,No,Hot,Low,Students,No,Medium,Medium,Low
Shani Shingnapur,Ahmednagar,June,Monsoon,No,Rainy,Medium,Families,No,Low,High,High
Shani Shingnapur,Ahmednagar,January,Winter,No,Pleasant,Medium,Students,Yes,Low,High,Low
Raigad Fort,Raigad,July,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,August,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Low
Raigad Fort,Raigad,May,Summer,Yes,Warm,Medium,Solo Travelers,No,High,Low,High
Mahabaleshwar,Satara,September,Monsoon,Yes,Humid,High,Solo Travelers,No,Medium,Low,High
Ajanta Caves,Aurangabad,December,Winter,Yes,Pleasant,High,Foreign Tourists,Yes,Medium,Low,Medium
Pratapgad Fort,Satara,July,Monsoon,Yes,Humid,Medium,Students,No,Medium,High,High
Mahabaleshwar,Satara,August,Monsoon,Yes,Rainy,High,Solo Travelers,Yes,Medium,Low,Medium
Shirdi,Ahmednagar,February,Winter,No,Cool,Medium,Families,No,Medium,High,High
Aga Khan Palace,Pune,May,Summer,Yes,Hot,Medium,Students,No,High,Low,High
Khandala,Pune,December,Winter,No,Cool,High,Foreign Tourists,Yes,Low,Low,Medium
Lonavala,Pune,October,Post-Monsoon,Yes,Clear,High,Foreign Tourists,Yes,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,May,Summer,Yes,Humid,Low,Students,No,High,Low,High
Tarkarli Beach,Sindhudurg,August,Monsoon,No,Rainy,Low,Families,No,Low,Low,Low
Gateway of India,Mumbai,March,Summer,No,Warm,Low,Students,Yes,Medium,High,Low
Shirdi,Ahmednagar,May,Summer,Yes,Warm,High,Families,Yes,High,High,High
Matheran,Raigad,August,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,Low,High
Daulatabad Fort,Aurangabad,April,Summer,No,Warm,Low,Foreign Tourists,No,Medium,Low,Low
Trimbakeshwar Temple,Nashik,February,Winter,No,Cool,Medium,Couples,No,Low,High,High
Matheran,Raigad,October,Post-Monsoon,Yes,Clear,High,Students,No,Medium,Low,Medium
Matheran,Raigad,December,Winter,No,Cool,Medium,Families,No,Low,Low,Medium
Panchgani,Satara,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,No,Low,Medium,Medium
Shirdi,Ahmednagar,January,Winter,No,Cool,Medium,Couples,No,Low,High,High
Ellora Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,Yes,High,Low,High
Ajanta Caves,Aurangabad,October,Post-Monsoon,Yes,Clear,High,Solo Travelers,Yes,Medium,Low,High
Kaas Plateau,Satara,September,Monsoon,No,Humid,Low,Couples,No,Low,Low,Low
Khandala,Pune,April,Summer,Yes,Hot,Medium,Couples,No,High,High,High
Gateway of India,Mumbai,February,Winter,No,Pleasant,High,Families,Yes,Low,Low,Medium
Daulatabad Fort,Aurangabad,August,Monsoon,No,Humid,Low,Couples,No,Low,Low,Low
Panchgani,Satara,September,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,High
Raigad Fort,Raigad,September,Monsoon,No,Rainy,Low,Solo Travelers,Yes,Low,Low,High
Daulatabad Fort,Aurangabad,February,Winter,No,Pleasant,Low,Families,No,Low,Low,Medium
Bhimashankar Temple,Pune,October,Post-Monsoon,No,Pleasant,Medium,Students,Yes,Low,High,Low
Sindhudurg Fort,Sindhudurg,December,Winter,No,Pleasant,Medium,Families,No,Low,Low,Low
Ajanta Caves,Aurangabad,June,Monsoon,No,Rainy,Low,Families,No,High,Low,Low
Panchgani,Satara,December,Winter,No,Pleasant,Medium,Families,No,Low,Low,High
Khandala,Pune,November,Post-Monsoon,No,Pleasant,High,Students,No,Low,Low,High
Khandala,Pune,March,Summer,Yes,Warm,High,Couples,No,High,Low,High
Kaas Plateau,Satara,February,Winter,No,Cool,Medium,Couples,No,Low,Low,Low
Trimbakeshwar Temple,Nashik,April,Summer,Yes,Hot,Medium,Couples,No,High,High,Medium
Daulatabad Fort,Aurangabad,March,Summer,No,Hot,High,Families,No,Medium,Medium,Medium
Trimbakeshwar Temple,Nashik,August,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,High,Low
Aga Khan Palace,Pune,October,Post-Monsoon,Yes,Pleasant,High,Couples,Yes,Medium,Low,Medium
Mahabaleshwar,Satara,January,Winter,No,Cool,Medium,Solo Travelers,No,Low,High,Medium
Bhimashankar Temple,Pune,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,High,High
Bhimashankar Temple,Pune,July,Monsoon,Yes,Rainy,Medium,Couples,No,Medium,High,Low
Matheran,Raigad,October,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Medium,Medium
Pratapgad Fort,Satara,August,Monsoon,No,Rainy,Medium,Foreign Tourists,No,Low,Low,Low
Shirdi,Ahmednagar,December,Winter,Yes,Pleasant,High,Students,No,High,High,Low
Mahabaleshwar,Satara,March,Summer,Yes,Warm,Medium,Students,No,High,Medium,High
Lonavala,Pune,July,Monsoon,No,Rainy,Low,Couples,No,Low,Low,Medium
Ellora Caves,Aurangabad,November,Post-Monsoon,Yes,Pleasant,High,Couples,Yes,Medium,High,Low
Pratapgad Fort,Satara,April,Summer,Yes,Humid,Medium,Solo Travelers,No,High,Low,Low
Daulatabad Fort,Aurangabad,November,Post-Monsoon,No,Pleasant,Medium,Foreign Tourists,No,Low,Low,High
Raigad Fort,Raigad,July,Monsoon,Yes,Humid,Medium,Couples,No,High,High,High
Mahabaleshwar,Satara,April,Summer,Yes,Warm,Medium,Students,No,High,Low,Low
Aga Khan Palace,Pune,September,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Medium
Pratapgad Fort,Satara,June,Monsoon,No,Rainy,Low,Solo Travelers,No,Low,High,Low
Daulatabad Fort,Aurangabad,July,Monsoon,No,Rainy,Low,Families,No,Low,Low,High
Aga Khan Palace,Pune,February,Winter,No,Cool,Medium,Families,Yes,High,Low,High
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Pleasant,High,Families,Yes,Low,Low,Medium
Ellora Caves,Aurangabad,June,Monsoon,No,Humid,Low,Families,No,Low,Low,Low
Panchgani,Satara,October,Post-Monsoon,No,Clear,Medium,Families,No,Low,Medium,Low
Mahabaleshwar,Satara,December,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Medium
Khandala,Pune,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,High
Shirdi,Ahmednagar,February,Winter,No,Cool,Medium,Families,No,Low,High,High
Sindhudurg Fort,Sindhudurg,June,Monsoon,Yes,Humid,High,Families,Yes,Medium,Low,High
Matheran,Raigad,May,Summer,No,Humid,Low,Couples,No,Low,Low,High
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Rainy,Medium,Families,Yes,Medium,Low,Low
Ajanta Caves,Aurangabad,October,Post-Monsoon,No,Pleasant,Medium,Students,Yes,Low,Low,High
Shani Shingnapur,Ahmednagar,March,Summer,Yes,Warm,Medium,Solo Travelers,Yes,High,High,High
Daulatabad Fort,Aurangabad,January,Winter,No,Pleasant,Low,Couples,No,Low,Low,Medium
Gateway of India,Mumbai,July,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,Low
Gateway of India,Mumbai,August,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Medium
Aga Khan Palace,Pune,March,Summer,Yes,Warm,Medium,Couples,Yes,High,Low,High
Raigad Fort,Raigad,July,Monsoon,Yes,Humid,Medium,Families,No,High,Low,High
Shirdi,Ahmednagar,September,Monsoon,No,Humid,Low,Solo Travelers,No,Low,High,Medium
Ellora Caves,Aurangabad,September,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Low
Aga Khan Palace,Pune,November,Post-Monsoon,Yes,Pleasant,Low,Solo Travelers,Yes,Medium,Low,High
Tarkarli Beach,Sindhudurg,February,Winter,Yes,Pleasant,High,Solo Travelers,Yes,Medium,Low,High
Ellora Caves,Aurangabad,July,Monsoon,No,Rainy,High,Families,No,Low,Low,High
Trimbakeshwar Temple,Nashik,February,Winter,Yes,Pleasant,High,Students,No,Medium,High,High
Aga Khan Palace,Pune,August,Monsoon,No,Rainy,Low,Couples,No,Low,Low,Low
Aga Khan Palace,Pune,January,Winter,Yes,Pleasant,High,Solo Travelers,Yes,Medium,Low,High
Raigad Fort,Raigad,August,Monsoon,No,Rainy,Low,Solo Travelers,Yes,Low,Low,Low
Lonavala,Pune,March,Summer,Yes,Hot,Low,Families,No,High,High,Low
Shirdi,Ahmednagar,May,Summer,No,Humid,Low,Foreign Tourists,No,Medium,High,Low
Mahabaleshwar,Satara,April,Summer,No,Humid,High,Foreign Tourists,Yes,Low,Low,Medium
Elephanta Caves,Mumbai,May,Summer,No,Hot,Low,Solo Travelers,Yes,Medium,Low,Medium
Lonavala,Pune,January,Winter,No,Cool,Medium,Foreign Tourists,Yes,Low,Low,Medium
Ajanta Caves,Aurangabad,October,Post-Monsoon,Yes,Clear,High,Students,Yes,Medium,Low,Low
Pratapgad Fort,Satara,March,Summer,No,Warm,Low,Solo Travelers,No,Medium,Low,Low
Elephanta Caves,Mumbai,August,Monsoon,Yes,Humid,Medium,Families,No,Medium,Low,High
Trimbakeshwar Temple,Nashik,April,Summer,Yes,Warm,Medium,Couples,No,High,High,Low
Gateway of India,Mumbai,September,Monsoon,No,Humid,Low,Families,No,Low,Medium,Medium
Trimbakeshwar Temple,Nashik,January,Winter,No,Cool,Medium,Families,Yes,Low,High,High
Raigad Fort,Raigad,January,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,Medium
Kaas Plateau,Satara,July,Monsoon,No,Rainy,Low,Foreign Tourists,No,Low,Low,Low
Sindhudurg Fort,Sindhudurg,October,Post-Monsoon,Yes,Clear,High,Families,No,Medium,High,Medium
Panchgani,Satara,October,Post-Monsoon,Yes,Clear,High,Foreign Tourists,No,Medium,Low,Low
Khandala,Pune,October,Post-Monsoon,No,Pleasant,Medium,Solo Travelers,Yes,Low,Low,Low
Ellora Caves,Aurangabad,June,Monsoon,Yes,Rainy,Medium,Foreign Tourists,No,High,Low,High
Matheran,Raigad,August,Monsoon,Yes,Humid,High,Couples,No,Medium,Low,High
Matheran,Raigad,October,Post-Monsoon,Yes,Clear,Low,Solo Travelers,No,High,Low,High
Elephanta Caves,Mumbai,November,Post-Monsoon,No,Clear,Medium,Families,Yes,Low,Low,Medium
Sindhudurg Fort,Sindhudurg,February,Winter,Yes,Pleasant,High,Solo Travelers,No,Medium,Low,High
Shani Shingnapur,Ahmednagar,June,Monsoon,Yes,Humid,Medium,Couples,No,High,High,Low
Shirdi,Ahmednagar,September,Monsoon,Yes,Rainy,Medium,Students,No,Medium,High,Low
Sindhudurg Fort,Sindhudurg,January,Winter,Yes,Cool,High,Students,No,Medium,Low,Low
Ajanta Caves,Aurangabad,December,Winter,Yes,Pleasant,High,Solo Travelers,Yes,High,Low,Medium
Pratapgad Fort,Satara,February,Winter,Yes,Pleasant,High,Solo Travelers,Yes,High,Low,High
Matheran,Raigad,June,Monsoon,Yes,Humid,Medium,Solo Travelers,No,Low,Low,Medium
Bhimashankar Temple,Pune,January,Winter,Yes,Cool,High,Couples,No,Medium,Medium,Medium
Sindhudurg Fort,Sindhudurg,March,Summer,No,Humid,Low,Families,No,Medium,Low,High
Lonavala,Pune,December,Winter,Yes,Pleasant,High,Students,No,Medium,Low,High
Aga Khan Palace,Pune,June,Monsoon,No,Humid,Medium,Solo Travelers,No,Low,Low,Low
Ajanta Caves,Aurangabad,June,Monsoon,No,Humid,Low,Solo Travelers,No,High,Low,High
Daulatabad Fort,Aurangabad,June,Monsoon,Yes,Humid,Medium,Students,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,No,Clear,Medium,Couples,No,Low,Low,Low
Panchgani,Satara,October,Post-Monsoon,Yes,Clear,Low,Families,No,Medium,Low,Medium
Shani Shingnapur,Ahmednagar,April,Summer,No,Warm,Low,Solo Travelers,No,Medium,High,Medium
Ellora Caves,Aurangabad,April,Summer,Yes,Warm,Medium,Couples,No,Medium,Low,High
Daulatabad Fort,Aurangabad,September,Monsoon,Yes,Humid,Low,Foreign Tourists,Yes,Medium,Low,Medium
Ajanta Caves,Aurangabad,November,Post-Monsoon,No,Pleasant,Medium,Students,Yes,Low,High,High
Kaas Plateau,Satara,November,Post-Monsoon,Yes,Pleasant,High,Students,No,Medium,Low,Low
Mahabaleshwar,Satara,May,Summer,No,Humid,Low,Foreign Tourists,No,Medium,High,Low
Bhimashankar Temple,Pune,April,Summer,No,Warm,Low,Families,No,Medium,High,Low
Khandala,Pune,July,Monsoon,Yes,Rainy,High,Foreign Tourists,No,Medium,Low,High
Shirdi,Ahmednagar,December,Winter,No,Pleasant,Medium,Solo Travelers,No,Low,High,Medium
Elephanta Caves,Mumbai,February,Winter,No,Cool,Medium,Couples,No,Low,Low,Low
Kaas Plateau,Satara,August,Monsoon,Yes,Rainy,Medium,Families,No,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,September,Monsoon,Yes,Humid,Medium,Solo Travelers,No,High,Low,High
Sindhudurg Fort,Sindhudurg,March,Summer,No,Warm,Low,Foreign Tourists,No,Medium,Low,High
Daulatabad Fort,Aurangabad,July,Monsoon,Yes,Rainy,Medium,Solo Travelers,Yes,Medium,Low,High
Gateway of India,Mumbai,March,Summer,No,Humid,Low,Students,Yes,Medium,Low,Medium
Tarkarli Beach,Sindhudurg,October,Post-Monsoon,No,Clear,Medium,Solo Travelers,No,Low,Low,Low
Trimbakeshwar Temple,Nashik,June,Monsoon,Yes,Humid,Medium,Families,Yes,Medium,High,Medium
Aga Khan Palace,Pune,July,Monsoon,No,Humid,Low,Families,No,Low,Low,Low
Aga Khan Palace,Pune,March,Summer,Yes,Warm,Medium,Couples,Yes,High,Low,High
Lonavala,Pune,May,Summer,No,Warm,Low,Families,No,Medium,Low,Low
Pratapgad Fort,Satara,January,Winter,Yes,Cool,High,Families,Yes,Medium,Low,Medium
Raigad Fort,Raigad,June,Monsoon,No,Humid,Low,Solo Travelers,No,Medium,Low,Low
Lonavala,Pune,July,Monsoon,No,Humid,High,Foreign Tourists,No,High,Medium,High
Mahabaleshwar,Satara,April,Summer,Yes,Hot,Low,Couples,No,High,Low,High
Trimbakeshwar Temple,Nashik,June,Monsoon,Yes,Humid,Medium,Foreign Tourists,Yes,Low,High,High
Daulatabad Fort,Aurangabad,January,Winter,Yes,Pleasant,High,Couples,No,Medium,Low,Low
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Humid,Medium,Couples,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,August,Monsoon,Yes,Humid,Medium,Students,Yes,Medium,Low,Medium
Daulatabad Fort,Aurangabad,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,Low,Medium
Tarkarli Beach,Sindhudurg,August,Monsoon,No,Rainy,Medium,Couples,Yes,Low,Low,Low
Panchgani,Satara,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,High,Low
Daulatabad Fort,Aurangabad,August,Monsoon,Yes,Rainy,Medium,Students,No,Medium,Low,Low
Shani Shingnapur,Ahmednagar,February,Winter,No,Pleasant,Medium,Foreign Tourists,No,Low,Medium,High
Khandala,Pune,January,Winter,No,Cool,Medium,Families,No,Low,Low,Low
Matheran,Raigad,October,Post-Monsoon,No,Clear,Medium,Foreign Tourists,No,Low,Medium,High
Panchgani,Satara,December,Winter,Yes,Cool,High,Students,No,Medium,Low,Medium
Ajanta Caves,Aurangabad,June,Monsoon,Yes,Humid,Medium,Solo Travelers,Yes,Medium,Low,Low
Mahabaleshwar,Satara,March,Summer,Yes,Humid,Medium,Students,No,Low,Low,High
Mahabaleshwar,Satara,March,Summer,No,Hot,Low,Couples,No,Medium,Low,High
Daulatabad Fort,Aurangabad,April,Summer,Yes,Humid,Medium,Students,No,Medium,Low,Low
Kaas Plateau,Satara,April,Summer,Yes,Humid,Medium,Couples,No,High,Low,High
Tarkarli Beach,Sindhudurg,January,Winter,Yes,Cool,High,Foreign Tourists,No,Medium,Low,Medium
Panchgani,Satara,November,Post-Monsoon,No,Clear,Medium,Couples,Yes,Low,Low,Low
Matheran,Raigad,December,Winter,No,Pleasant,Medium,Students,No,Low,Low,High
Shirdi,Ahmednagar,July,Monsoon,Yes,Rainy,Medium,Families,Yes,Medium,High,High
Tarkarli Beach,Sindhudurg,March,Summer,No,Hot,Medium,Couples,No,Medium,Low,Low
Aga Khan Palace,Pune,March,Summer,No,Humid,Low,Foreign Tourists,Yes,Medium,High,Low
Lonavala,Pune,November,Post-Monsoon,Yes,Pleasant,High,Foreign Tourists,No,Medium,Low,Medium
Raigad Fort,Raigad,March,Summer,Yes,Hot,Medium,Students,No,High,Low,High
Gateway of India,Mumbai,November,Post-Monsoon,No,Pleasant,Medium,Families,Yes,High,Low,High
Mahabaleshwar,Satara,June,Monsoon,Yes,Rainy,High,Couples,No,Medium,Low,Low
Tarkarli Beach,Sindhudurg,March,Summer,Yes,Warm,Medium,Couples,No,High,Low,Medium
Gateway of India,Mumbai,November,Post-Monsoon,Yes,Pleasant,High,Couples,Yes,Medium,Low,Medium
Trimbakeshwar Temple,Nashik,November,Post-Monsoon,Yes,Clear,High,Solo Travelers,No,Medium,High,High
Bhimashankar Temple,Pune,June,Monsoon,No,Humid,Low,Families,No,Low,High,High
Ajanta Caves,Aurangabad,January,Winter,No,Pleasant,Low,Solo Travelers,Yes,Medium,Low,High
Shani Shingnapur,Ahmednagar,September,Monsoon,Yes,Humid,Medium,Foreign Tourists,No,Medium,High,Low
